query_idx,profile,primary_attr,attr0_low,attr0_high,attr1_low,attr1_high,attr2_low,attr2_high,attr3_low,attr3_high,attr4_low,attr4_high,attr5_low,attr5_high,expected_top10
909,attr1_narrow,1,500000,999999,22593,122592,500000,999999,0,499999,0,499999,500000,999999,
910,single_attr2,2,0,999999,0,999999,90675,190674,0,999999,0,999999,0,999999,
911,balanced,0,31926,231925,317806,517805,420763,620762,136519,636518,396101,896100,88320,588319,
912,attr0_narrow,0,460740,560739,500000,999999,0,499999,500000,999999,104854,604853,500000,999999,
913,attr1_narrow,1,0,499999,710255,810254,500000,999999,206167,706166,401416,901415,365260,865259,
914,attr2_narrow,2,170056,670055,0,499999,9318,109317,0,499999,331449,831448,0,499999,
915,single_attr3,3,0,999999,0,999999,0,999999,256271,356270,0,999999,0,999999,
916,attr0_narrow,0,574062,674061,22480,522479,500000,999999,264787,764786,0,499999,240726,740725,
917,attr1_narrow,1,307374,807373,25051,125050,0,499999,121101,621100,218868,718867,157185,657184,
918,attr2_narrow,2,0,499999,0,499999,95728,195727,500000,999999,421328,921327,109696,609695,
919,balanced,0,0,199999,455994,655993,349255,549254,500000,999999,0,499999,500000,999999,
920,single_attr4,4,0,999999,0,999999,0,999999,0,999999,32547,132546,0,999999,
921,attr1_narrow,1,0,499999,484174,584173,0,499999,0,499999,259869,759868,500000,999999,
922,attr2_narrow,2,0,499999,118022,618021,44526,144525,0,499999,447712,947711,500000,999999,
923,balanced,0,179528,379527,667588,867587,3832,203831,0,499999,500000,999999,138563,638562,
924,attr0_narrow,0,486079,586078,97579,597578,500000,999999,0,499999,500000,999999,0,499999,
925,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,449056,549055,
926,attr2_narrow,2,0,499999,420628,920627,821215,921214,500000,999999,0,499999,500000,999999,
927,balanced,0,638592,838591,624571,824570,24625,224624,274507,774506,0,499999,229273,729272,
928,attr0_narrow,0,229144,329143,0,499999,500000,999999,0,499999,403227,903226,0,499999,
929,attr1_narrow,1,0,499999,742314,842313,0,499999,210954,710953,500000,999999,0,499999,
930,single_attr0,0,567899,667898,0,999999,0,999999,0,999999,0,999999,0,999999,
931,balanced,0,800000,999999,682170,882169,0,199999,500000,999999,247257,747256,191200,691199,
932,attr0_narrow,0,900000,999999,215515,715514,224981,724980,0,499999,100532,600531,0,499999,
933,attr1_narrow,1,0,499999,226457,326456,227142,727141,0,499999,500000,999999,288890,788889,
934,attr2_narrow,2,462118,962117,0,499999,900000,999999,408701,908700,0,499999,500000,999999,
935,single_attr1,1,0,999999,0,99999,0,999999,0,999999,0,999999,0,999999,
936,attr0_narrow,0,452260,552259,411160,911159,0,499999,40350,540349,0,499999,37331,537330,
937,attr1_narrow,1,468688,968687,440247,540246,0,499999,500000,999999,299368,799367,500000,999999,
938,attr2_narrow,2,343550,843549,500000,999999,682891,782890,347508,847507,500000,999999,0,499999,
939,balanced,0,262048,462047,611549,811548,566398,766397,60512,560511,152289,652288,179907,679906,
940,single_attr2,2,0,999999,0,999999,619866,719865,0,999999,0,999999,0,999999,
941,attr1_narrow,1,500000,999999,776339,876338,0,499999,500000,999999,500000,999999,94656,594655,
942,attr2_narrow,2,224958,724957,0,499999,737601,837600,0,499999,0,499999,101080,601079,
943,balanced,0,525504,725503,338266,538265,499829,699828,0,499999,221919,721918,300254,800253,
944,attr0_narrow,0,573240,673239,295039,795038,93361,593360,304103,804102,14173,514172,451051,951050,
945,single_attr3,3,0,999999,0,999999,0,999999,688605,788604,0,999999,0,999999,
946,attr2_narrow,2,500000,999999,500000,999999,900000,999999,0,499999,0,499999,485428,985427,
947,balanced,0,0,199999,295142,495141,663772,863771,0,499999,140456,640455,0,499999,
948,attr0_narrow,0,382778,482777,500000,999999,500000,999999,0,499999,500000,999999,0,499999,
949,attr1_narrow,1,0,499999,61085,161084,500000,999999,386713,886712,94827,594826,497545,997544,
950,single_attr4,4,0,999999,0,999999,0,999999,0,999999,681686,781685,0,999999,
951,balanced,0,800000,999999,442745,642744,415868,615867,500000,999999,184247,684246,271413,771412,
952,attr0_narrow,0,218030,318029,200666,700665,60626,560625,0,499999,87204,587203,97182,597181,
953,attr1_narrow,1,362542,862541,720562,820561,115430,615429,439557,939556,24212,524211,383741,883740,
954,attr2_narrow,2,409632,909631,126168,626167,759307,859306,500000,999999,0,499999,367873,867872,
955,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,694991,794990,
956,attr0_narrow,0,722415,822414,0,499999,159898,659897,0,499999,362267,862266,500000,999999,
957,attr1_narrow,1,0,499999,900000,999999,0,499999,500000,999999,310481,810480,500000,999999,
958,attr2_narrow,2,0,499999,218931,718930,49424,149423,269877,769876,24554,524553,413060,913059,
959,balanced,0,0,199999,513360,713359,474157,674156,500000,999999,347780,847779,25596,525595,
960,single_attr0,0,318111,418110,0,999999,0,999999,0,999999,0,999999,0,999999,
961,attr1_narrow,1,0,499999,535327,635326,138893,638892,500000,999999,500000,999999,444971,944970,
962,attr2_narrow,2,500000,999999,500000,999999,292440,392439,113919,613918,448639,948638,410320,910319,
963,balanced,0,224521,424520,245897,445896,790032,990031,143857,643856,500000,999999,500000,999999,
964,attr0_narrow,0,499363,599362,500000,999999,30815,530814,322560,822559,244775,744774,449717,949716,
965,single_attr1,1,0,999999,50439,150438,0,999999,0,999999,0,999999,0,999999,
966,attr2_narrow,2,95801,595800,500000,999999,315110,415109,500000,999999,0,499999,0,499999,
967,balanced,0,9883,209882,0,199999,719091,919090,139658,639657,196889,696888,204353,704352,
968,attr0_narrow,0,709276,809275,191785,691784,492787,992786,147807,647806,500000,999999,299475,799474,
969,attr1_narrow,1,444614,944613,292045,392044,100768,600767,472459,972458,0,499999,428266,928265,
970,single_attr2,2,0,999999,0,999999,279564,379563,0,999999,0,999999,0,999999,
971,balanced,0,302723,502722,91159,291158,411585,611584,0,499999,500000,999999,332356,832355,
972,attr0_narrow,0,534073,634072,0,499999,0,499999,0,499999,500000,999999,500000,999999,
973,attr1_narrow,1,407799,907798,148857,248856,75880,575879,7746,507745,491082,991081,359746,859745,
974,attr2_narrow,2,500000,999999,280093,780092,539610,639609,500000,999999,124985,624984,0,499999,
975,single_attr3,3,0,999999,0,999999,0,999999,804997,904996,0,999999,0,999999,
976,attr0_narrow,0,276068,376067,233729,733728,412746,912745,192912,692911,415933,915932,0,499999,
977,attr1_narrow,1,500000,999999,507903,607902,500000,999999,326116,826115,489687,989686,0,499999,
978,attr2_narrow,2,100105,600104,191865,691864,416233,516232,296566,796565,222438,722437,189627,689626,
979,balanced,0,0,199999,111729,311728,505903,705902,0,499999,117925,617924,396773,896772,
980,single_attr4,4,0,999999,0,999999,0,999999,0,999999,528984,628983,0,999999,
981,attr1_narrow,1,498223,998222,747221,847220,305978,805977,500000,999999,51720,551719,0,499999,
982,attr2_narrow,2,40285,540284,188749,688748,287243,387242,500000,999999,0,499999,490780,990779,
983,balanced,0,416139,616138,280448,480447,240544,440543,0,499999,129838,629837,23241,523240,
984,attr0_narrow,0,575257,675256,0,499999,0,499999,500000,999999,500000,999999,0,499999,
985,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,122003,222002,
986,attr2_narrow,2,316342,816341,500000,999999,152511,252510,189447,689446,453635,953634,425629,925628,
987,balanced,0,40512,240511,670443,870442,489654,689653,500000,999999,500000,999999,500000,999999,
988,attr0_narrow,0,43151,143150,0,499999,0,499999,119566,619565,500000,999999,500000,999999,
989,attr1_narrow,1,318928,818927,0,99999,0,499999,444610,944609,500000,999999,138023,638022,
990,single_attr0,0,651646,751645,0,999999,0,999999,0,999999,0,999999,0,999999,
991,balanced,0,122180,322179,357366,557365,253629,453628,58496,558495,0,499999,73574,573573,
992,attr0_narrow,0,899513,999512,405435,905434,500000,999999,167532,667531,500000,999999,0,499999,
993,attr1_narrow,1,314225,814224,778155,878154,0,499999,78699,578698,0,499999,416954,916953,
994,attr2_narrow,2,174485,674484,236958,736957,216601,316600,0,499999,500000,999999,500000,999999,
995,single_attr1,1,0,999999,213571,313570,0,999999,0,999999,0,999999,0,999999,
996,attr0_narrow,0,299885,399884,147849,647848,39551,539550,0,499999,0,499999,249659,749658,
997,attr1_narrow,1,0,499999,842398,942397,138392,638391,500000,999999,441455,941454,359795,859794,
998,attr2_narrow,2,78394,578393,204775,704774,609113,709112,481890,981889,17968,517967,500000,999999,
999,balanced,0,581751,781750,714272,914271,733542,933541,0,499999,0,499999,500000,999999,
